id,name,min_age_months
4678,"Squash, summer, casserole, with cheese sauce",12
4679,"Squash, summer, souffle",8
4680,"Stew, vegetable",12
4681,"Chow mein or chop suey, meatless, no noodles",8
4682,Vegetable tempura,12
4683,Pakora,12
4684,Vegetable curry,8
4685,Vegetable curry with rice,8
4686,"Chow mein or chop suey, meatless, with noodles",9
4687,"Green beans, pickled",6
4688,"Beets, pickled",6
4689,"Celery, pickled",6
4690,"Relish, corn",6
4691,"Cauliflower, pickled",6
4692,"Cabbage, green, pickled",6
4693,"Cabbage, red, pickled",6
4694,Kimchi,8
4695,"Pickles, dill",6
4696,"Relish, pickle",6
4697,"Pickles, sweet",6
4698,"Eggplant, pickled",6
4699,"Ginger root, pickled",6
4700,Horseradish,6
4701,"Mushrooms, pickled",6
4702,Mustard,6
4703,Honey mustard dip,12
4704,"Okra, pickled",6
4705,"Olives, NFS",6
4706,"Olives, green",6
4707,"Olives, black",6
4708,"Olives, stuffed",6
4709,Olive tapenade,6
4710,Hot pepper sauce,24
4711,"Peppers, sweet, pickled",6
4712,"Peppers, hot, pickled",6
4713,"Peppers, jalapenos",6
4714,"Pickles, NFS",6
4715,"Pickles, fried",12
4716,"Radishes, pickled",6
4717,"Seaweed, pickled",6
4718,"Vegetables, pickled",6
4719,"Turnip, pickled",6
4720,Wasabi paste,24
4721,"Zucchini, pickled",6
4722,"Soup, borscht",8
4723,"Soup, gazpacho",8
4724,"Soup, cream of mushroom",8
4725,"Soup, French onion",8
4726,"Soup, cream of vegetable",8
4727,"Soup, seaweed",8
4728,"Soup, vegetable, canned",8
4729,"Soup, vegetable, canned, reduced sodium",8
4730,"Soup, vegetable",8
4731,"Soup, minestrone",8
4732,"Soup, beef",8
4733,"Soup, vegetable, with meat",8
4734,"Baby Toddler vegetable, NFS",6
4735,"Baby Toddler carrots, Stage 1",4
4736,"Baby Toddler carrots, Stage 2",6
4737,"Baby Toddler squash, Stage 1",4
4738,"Baby Toddler squash, Stage 2",6
4739,"Baby Toddler sweet potatoes, Stage 1",4
4740,"Baby Toddler sweet potatoes, Stage 2",6
4741,"Baby Toddler green beans, Stage 1",4
4742,"Baby Toddler green beans, Stage 2",6
4743,Baby Toddler beets,6
4744,"Baby Toddler multiple vegetables, Stage 2",6
4745,"Baby Toddler multiple vegetables, Stage 3",8
4746,"Baby Toddler vegetables, with grain",6
4747,Baby Toddler vegetables and meat,6
4748,"Baby Toddler peas, Stage 1",4
4749,"Baby Toddler peas, Stage 2",6
4750,"Toddler meal, NFS",12
4751,"Toddler meal, meat and vegetables",12
4752,"Toddler meal, rice and vegetables",12
4753,"Toddler meal, pasta",12
4754,"Toddler meal, pasta and vegetables",12
4755,"Fried stuffed potatoes, Puerto Rican style",12
4756,"Green plantain with cracklings, Puerto Rican style",8
4757,"Ripe plantain meat pie, Puerto Rican style",12
4758,Puerto Rican pasteles,8
4759,"Stuffed cabbage, with meat, Puerto Rican style",8
4760,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",8
4761,Eggplant and meat casserole,12
4762,"Vegetable and fruit juice, 100% juice, with high vitamin C",12
4763,"Fruit and vegetable smoothie, with dairy",8
4764,"Fruit and vegetable smoothie, added protein",8
4765,"Fruit and vegetable smoothie, non-dairy",8
4766,"Fruit and vegetable smoothie, non-dairy, added protein",8
4767,"Fruit and vegetable smoothie, bottled",8
4768,"Fruit and vegetable smoothie, no dairy",8
4769,Vegetable smoothie,8
4770,"Table fat, NFS",6
4771,"Butter, NFS",6
4772,"Butter, stick",6
4773,"Butter, tub",6
4774,"Butter, light",6
4775,"Margarine, NFS",6
4776,"Margarine, stick",6
4777,"Margarine, tub",6
4778,"Butter replacement, liquid",6
4779,"Margarine, light",6
4780,"Butter replacement, powder",6
4781,"Oil or table fat, NFS",6
4782,Animal fat or drippings,6
4783,Lard,6
4784,"Shortening, NS as to vegetable or animal",6
4785,"Ghee, clarified butter",6
4786,Garlic sauce,8
4787,Lemon-butter sauce,8
4788,Hollandaise sauce,8
4789,Sandwich spread,9
4790,Tartar sauce,8
4791,Horseradish sauce,8
4792,Pesto sauce,8
4793,Fry sauce,8
4794,"Sauce, NFS",8
4795,Curry sauce,8
4796,Honey butter,12
4797,"Vegetable oil, NFS",6
4798,Almond oil,12
4799,Coconut oil,6
4800,Corn oil,6
4801,Cottonseed oil,6
4802,Flaxseed oil,6
4803,Olive oil,6
4804,Peanut oil,12
4805,Canola oil,6
4806,Safflower oil,6
4807,Sesame oil,8
4808,Soybean oil,8
4809,Sunflower oil,6
4810,Walnut oil,48
4811,Wheat germ oil,8
4812,"Salad dressing, NFS, for salads",8
4813,"Salad dressing, NFS, for sandwiches",9
4814,Blue or roquefort cheese dressing,8
4815,Bacon and tomato dressing,8
4816,Caesar dressing,8
4817,Coleslaw dressing,8
4818,French or Catalina dressing,8
4819,Honey mustard dressing,12
4820,"Italian dressing, made with vinegar and oil",8
4821,"Mayonnaise, regular",8
4822,Vegan mayonnaise,8
4823,Russian dressing,8
4824,Mayonnaise-type salad dressing,8
4825,Avocado dressing,8
4826,Creamy Italian dressing,8
4827,Poppy seed dressing,8
4828,Sesame dressing,8
4829,Ranch dressing,8
4830,Thousand Island dressing,8
4831,Fruit dressing,8
4832,"Salad dressing, light, NFS",8
4833,"Blue or roquefort cheese dressing, light",8
4834,"Creamy Italian dressing, light",8
4835,"French or Catalina dressing, light",8
4836,"Caesar dressing, light",8
4837,"Mayonnaise, light",8
4838,"Mayonnaise, reduced fat,  with olive oil",8
4839,"Mayonnaise-type salad dressing, light",8
4840,"Honey mustard dressing, light",12
4841,"Italian dressing, light",8
4842,"Ranch dressing, light",8
4843,"Sesame dressing, light",8
4844,"Thousand Island dressing, light",8
4845,Korean dressing or marinade,8
4846,"Blue or roquefort cheese dressing, fat free",8
4847,"Caesar dressing, fat free",8
4848,"Creamy Italian dressing, fat free",8
4849,"French or Catalina dressing, fat free",8
4850,"Honey mustard dressing, fat free",12
4851,"Italian dressing, fat free",8
4852,"Mayonnaise, fat free",8
4853,"Ranch dressing, fat free",8
4854,"Salad dressing, fat free, NFS",8
4855,"Thousand Island dressing, fat free",8
4856,"Bacon, for use with vegetables",8
4857,"Ham, for use with vegetables",8
4858,"Beef, for use with vegetables",8
4859,"Chicken, for use with vegetables",8
4860,"Cream sauce, for use with vegetables",8
4861,"Cheese sauce, for use with vegetables",8
4862,"Gravy, for use with vegetables",8
4863,"Soy based sauce, for use with vegetables",8
4864,"Tomato sauce, for use with vegetables",8
4865,"Avocado, for use on a sandwich",9
4866,"Cucumber, for use on a sandwich",9
4867,"Lettuce, for use on a sandwich",9
4868,"Mushrooms, for use on a sandwich",9
4869,"Onions, for use on a sandwich",9
4870,"Pepper, for use on a sandwich",9
4871,"Spinach, for use on a sandwich",9
4872,"Tomatoes, for use on a sandwich",9
4873,"Bacon, for use on a sandwich",9
4874,"Sugar, NFS",12
4875,"Sugar, white, granulated or lump",12
4876,"Sugar, white, confectioner's, powdered",12
4877,"Sugar, brown",12
4878,"Sugar, cinnamon",12
4879,Sugar substitute and sugar blend,12
4880,"Sugar substitute, sucralose, powder",12
4881,"Sugar substitute, stevia, powder",12
4882,"Sugar substitute, stevia, liquid",12
4883,"Sugar substitute, monk fruit, powder",12
4884,"Sugar substitute, powder, NFS",12
4885,"Sugar substitute, liquid, NFS",12
4886,"Sugar substitute, saccharin, powder",12
4887,"Sugar substitute, saccharin, liquid",12
4888,"Sugar substitute, aspartame, powder",12
4889,"Syrup, NFS",12
4890,Pancake syrup,12
4891,Corn syrup,12
4892,Blueberry syrup,12
4893,Chocolate syrup,12
4894,"Chocolate syrup, light",12
4895,Simple syrup,12
4896,Strawberry drink syrup,12
4897,"Pancake syrup, light",12
4898,Honey,12
4899,Agave liquid sweetener,12
4900,Molasses,12
4901,"Topping, butterscotch or caramel",12
4902,"Topping, chocolate",12
4903,"Topping, fruit",12
4904,"Topping, marshmallow",12
4905,"Topping, nuts and syrup",48
4906,Chocolate hazelnut spread,48
4907,"Icing, chocolate",24
4908,"Icing, white",24
4909,"Caramel dip, regular",12
4910,"Caramel dip, light",12
4911,Chocolate dip,12
4912,Dessert dip,12
4913,Sweet and sour sauce,12
4914,Dessert sauce,12
4915,Duck sauce,12
4916,"Jam or jelly, NFS",12
4917,Jelly,12
4918,Jam,12
4919,Fruit butter,12
4920,Marmalade,12
4921,"Jam or jelly, sugar free",12
4922,"Jam or jelly, reduced sugar",12
4923,"Jam or jelly, fruit juice sweetened",12
4924,Guava paste,12
4925,Sweet potato paste,12
4926,"Bean paste, sweetened",12
4927,Gelatin dessert,24
4928,Gelatin dessert with fruit,24
4929,Gelatin salad with vegetables,24
4930,"Gelatin dessert, sugar free",24
4931,"Gelatin dessert, sugar free, with fruit",24
4932,Yokan,12
4933,Haupia,8
4934,Italian Ice,24
4935,"Italian Ice, no sugar added",24
4936,"Popsicle, NFS",24
4937,Popsicle,24
4938,"Popsicle, no sugar added",24
4939,Freezer pop,24
4940,Snow cone,24
4941,"Snow cone, no sugar added",24
4942,"Candy, NFS",48
4943,"Almonds, chocolate covered candy",48
4944,"Chocolate candy, other, NFS",48
4945,Chocolate candy,48
4946,"Chocolate candy with nuts, other, NFS",48
4947,Chocolate candy with nuts,48
4948,Chocolate candy with cereal,48
4949,"Chocolate candy, cookie filled",48
4950,Chocolate chips,24
4951,"Candy, sprinkles",24
4952,"Dark chocolate candy, other, NFS",48
4953,Dark chocolate candy,48
4954,"Dark chocolate candy with nuts, other, NFS",48
4955,Dark chocolate candy with nuts,48
4956,White chocolate candy,48
4957,"Chocolate candy, fudge",48
4958,"Chocolate candy, caramel filled",48
4959,"Chocolate candy, caramel filled with nuts",48
4960,"Chocolate candy, coconut filled",48
4961,"Chocolate candy, cream filled",48
4962,"Chocolate candy, nougat filled",48
4963,"Chocolate candy, nougat filled with nuts",48
4964,"Chocolate candy, peanut butter filled",48
4965,Chocolate candy with dried fruit,48
4966,"Chocolate candy, sugar free",48
4967,"Candy, non chocolate, other, NFS",48
4968,"Ladoo, round ball",48
4969,"Candy, licorice",48
4970,"Candy, marshmallow",48
4971,"Candy, caramel",48
4972,"Candy, nougat with nuts",48
4973,"Peanuts, chocolate covered candy",48
4974,"Candy, peanut brittle",48
4975,"Candy, mint",48
4976,"Candy, gummy",48
4977,"Candy, hard",48
4978,"Candy, lollipop",48
4979,Cough drops,48
4980,"Candy, cotton",48
4981,"Candy, fruit flavored pieces",48
4982,"Chocolate candy, candy shell",48
4983,"Chocolate candy, candy shell with nuts",48
4984,"Candy, fruit snacks",24
4985,"Candy, fruit leather",24
4986,"Candy, taffy",48
4987,"Candy, non chocolate, sugar free",48
4988,Chewing gum,48
4989,"Chewing gum, sugar free",48
4990,"Coffee, NS as to type",192
4991,"Coffee, NS as to brewed or instant",192
4992,"Coffee, brewed",192
4993,"Coffee, brewed, blend of regular and decaffeinated",192
4994,"Coffee, Turkish",192
4995,"Coffee, espresso",192
4996,"Coffee, espresso, decaffeinated",192
4997,"Coffee, brewed, flavored",192
4998,"Coffee, Cuban",192
4999,"Coffee, macchiato",192
5000,"Coffee, macchiato, sweetened",192
5001,"Coffee, cafe con leche",192
5002,"Coffee, cafe con leche, decaffeinated",192
5003,"Coffee, Latte",192
5004,"Coffee, Latte, nonfat",192
5005,"Coffee, Latte, with non-dairy milk",192
5006,"Coffee, Latte, flavored",192
5007,"Coffee, Latte, nonfat, flavored",192
5008,"Coffee, Latte, with non-dairy milk, flavored",192
5009,"Coffee, Latte, decaffeinated",192
5010,"Coffee, Latte, decaffeinated, nonfat",192
5011,"Coffee, Latte, decaffeinated, with non-dairy milk",192
5012,"Coffee, Latte, decaffeinated, flavored",192
5013,"Coffee, Latte, decaffeinated, nonfat, flavored",192
5014,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",192
5015,Frozen coffee drink,192
5016,"Frozen coffee drink, nonfat",192
5017,"Frozen coffee drink, with non-dairy milk",192
5018,"Frozen coffee drink, with whipped cream",192
5019,"Frozen coffee drink, nonfat, with whipped cream",192
5020,"Frozen coffee drink, with non-dairy milk and whipped cream",192
5021,"Frozen coffee drink, decaffeinated",192
5022,"Frozen coffee drink, decaffeinated, nonfat",192
5023,"Frozen coffee drink, decaffeinated, with non-dairy milk",192
5024,"Frozen coffee drink, decaffeinated, with whipped cream",192
5025,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",192
5026,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",192
5027,"Coffee, Cafe Mocha",192
5028,"Coffee, Cafe Mocha, nonfat",192
5029,"Coffee, Cafe Mocha, with non-dairy milk",192
5030,"Coffee, Cafe Mocha, decaffeinated",192
5031,"Coffee, Cafe Mocha, decaffeinated, nonfat",192
5032,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",192
5033,Frozen mocha coffee drink,192
5034,"Frozen mocha coffee drink, nonfat",192
5035,"Frozen mocha coffee drink, with non-dairy milk",192
5036,"Frozen mocha coffee drink, with whipped cream",192
5037,"Frozen mocha coffee drink, nonfat, with whipped cream",192
5038,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",192
5039,"Frozen mocha coffee drink, decaffeinated",192
5040,"Frozen mocha coffee drink, decaffeinated, nonfat",192
5041,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",192
5042,"Frozen mocha coffee drink, decaffeinated, with whipped cream",192
5043,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",192
5044,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",192
5045,"Iced Coffee, brewed",192
5046,"Iced Coffee, brewed, decaffeinated",192
5047,"Iced Coffee, pre-lightened and pre-sweetened",192
5048,"Coffee, Iced Latte",192
5049,"Coffee, Iced Latte, nonfat",192
5050,"Coffee, Iced Latte, with non-dairy milk",192
5051,"Coffee, Iced Latte, flavored",192
5052,"Coffee, Iced Latte, nonfat, flavored",192
5053,"Coffee, Iced Latte, with non-dairy milk, flavored",192
5054,"Coffee, Iced Latte, decaffeinated",192
5055,"Coffee, Iced Latte, decaffeinated, nonfat",192
5056,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",192
5057,"Coffee, Iced Latte, decaffeinated, flavored",192
5058,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",192
5059,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",192
5060,"Coffee, Iced Cafe Mocha",192
5061,"Coffee, Iced Cafe Mocha, nonfat",192
5062,"Coffee, Iced Cafe Mocha, with non-dairy milk",192
5063,"Coffee, Iced Cafe Mocha, decaffeinated",192
5064,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",192
5065,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",192
5066,"Coffee, instant, reconstituted",192
5067,"Coffee, instant, 50% less caffeine, reconstituted",192
5068,"Coffee, NS as to brewed or instant, decaffeinated",192
5069,"Coffee, brewed, decaffeinated",192
5070,"Coffee, instant, decaffeinated, reconstituted",192
5071,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",192
5072,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",192
5073,"Coffee, instant, pre-sweetened with sugar, reconstituted",192
5074,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",192
5075,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",192
5076,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",192
5077,"Coffee, pre-lightened and pre-sweetened with sugar",192
5078,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",192
5079,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",192
5080,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",192
5081,"Coffee, pre-lightened",192
5082,"Coffee, decaffeinated, pre-lightened",192
5083,"Coffee, pre-sweetened with sugar",192
5084,"Coffee, decaffeinated, pre-sweetened with sugar",192
5085,"Coffee, pre-sweetened with low calorie sweetener",192
5086,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",192
5087,"Coffee and chicory, brewed",192
5088,"Coffee and chicory, brewed, decaffeinated",192
5089,"Coffee, Cappuccino",192
5090,"Coffee, Cappuccino, nonfat",192
5091,"Coffee, Cappuccino, with non-dairy milk",192
5092,"Coffee, Cappuccino, decaffeinated",192
5093,"Coffee, Cappuccino, decaffeinated, nonfat",192
5094,"Coffee, Cappuccino, decaffeinated, with non-dairy milk",192
5095,"Coffee, bottled/canned",192
5096,"Coffee, bottled/canned, light",192
5097,"Coffee, instant, not reconstituted",192
5098,"Coffee, instant, decaffeinated, not reconstituted",192
5099,"Coffee, instant, pre-sweetened with sugar, not reconstituted",192
5100,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",192
5101,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",192
5102,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",192
5103,Coffee substitute,192
5104,Chicory beverage,192
5105,"Tea, hot, leaf, black",192
5106,"Tea, hot, leaf, black, decaffeinated",192
5107,"Tea, hot, leaf, green",192
5108,"Tea, hot, leaf, green, decaffeinated",192
5109,"Tea, hot, leaf, oolong",192
5110,"Tea, iced, instant, black, unsweetened",192
5111,"Tea, iced, instant, black, pre-sweetened with sugar",192
5112,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",192
5113,"Tea, iced, instant, black, pre-sweetened with low calorie sweetener",192
