id,Title,Desc,Muscle Group,metValue,sports,Minimal Age (months)
2853,Cable Triceps Extension - Gethin Variation,"The cable rope push-down is a popular exercise targeting the triceps muscles. It's easy to learn and perform, making it a favorite for everyone from beginners to advanced lifters. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2854,Single-arm incline triceps extension,The single-arm incline triceps extension is a dumbbell exercise targeting the triceps. The incline angle helps to target the long head of the triceps in particular. This exercise is usually performed for moderate to high reps as part of an upper-body or arm-focused workout.,Triceps,3.5,Bodybuilding,168
2855,Triceps Overhead Extension with Rope - Gethin Variation,The overhead triceps extension is an isolation exercise that is performed with a cable. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,Triceps,3.0,Bodybuilding,168
2856,Cable rope push-down,"The cable rope push-down is a popular exercise targeting the triceps muscles. It's easy to learn and perform, making it a favorite for everyone from beginners to advanced lifters. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2857,Cable straight-bar push-down,"The cable straight-bar push-down is a popular gym exercise for targeting the triceps. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2858,Straight-arm bar pull-down,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.","Lats, Back",3.5,Bodybuilding,168
2859,AM Rope Triceps Pushdown,"The cable rope push-down is a popular exercise targeting the triceps muscles. It's easy to learn and perform, making it a favorite for everyone from beginners to advanced lifters. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2860,AM Bar Triceps Push-Down,"The cable straight-bar push-down is a popular gym exercise for targeting the triceps. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2861,Rope overhead triceps extension,"The rope overhead triceps extension is a single-joint exercise focused on the triceps and using a cable stack with a rope handle. The overhead position targets the long head of the triceps in particular. Many lifters save this move for last in their triceps workout, performing it for moderate to high reps, such as 8-12 reps or more per set.",Triceps,3.0,Bodybuilding,168
2862,UP Rope Push-down,"The cable rope push-down is a popular exercise targeting the triceps muscles. It's easy to learn and perform, making it a favorite for everyone from beginners to advanced lifters. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2863,UP Triceps Extension Straight-Bar Push-Down,"The cable straight-bar push-down is a popular gym exercise for targeting the triceps. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2864,LD Cable One-Arm Upright Row,The LD cable one-arm upright row is a unilateral upright row.,"Shoulders, Traps",3.8,Bodybuilding,168
2865,30 Arms Underhand Cable Straight-Bar Push-Down,The 30 Arms underhand cable straight-bar push-down is a triceps pushdown with an underhand grip.,Triceps,3.0,Bodybuilding,168
2866,30 Arms Single-Arm Reverse-Grip Cable Push-Down,The 30 Arms single-arm reverse-grip cable push-down is a unilateral pushdown with a reverse grip.,Triceps,3.0,Bodybuilding,168
2867,30 Arms Cable V-Bar Push-Down,The 30 Arms cable V-bar push-down is a triceps pushdown with a V-bar.,Triceps,3.0,Bodybuilding,168
2868,30 Arms Cable Straight-Bar Push-Down,The 30 Arms cable straight-bar push-down is a standard triceps pushdown.,Triceps,3.0,Bodybuilding,168
2869,30 Arms Cable Rope Push-Down,The 30 Arms cable rope push-down is a triceps pushdown with a rope.,Triceps,3.0,Bodybuilding,168
2870,30 Arms Cable Rope Overhead Triceps Extension,The 30 Arms cable rope overhead triceps extension is an overhead triceps extension with a rope.,Triceps,3.0,Bodybuilding,168
2871,BFR underhand straight-bar push-down,"The blood flow restriction (BFR) underhand straight-bar push-down is an arm movement that builds triceps size and strength using a cable stack, straight-bar grip, and blood flow restriction bands. It is popular in high-rep ""pump""-style arm workouts. The bands should be placed as high as possible on your arms, at a tightness of no greater than 8 on a scale of 10. Most BFR workouts recommend using a far lighter weight than usual, perhaps as low as 25-50 percent of a normal working weight.",Triceps,3.0,Bodybuilding,216
2872,BFR overhand straight-bar push-down,"The blood flow restriction (BFR) overhand straight-bar push-down is an arm movement that builds triceps size and strength using a cable stack, straight-bar grip, and blood flow restriction bands. It is popular in high-rep ""pump""-style arm workouts. The bands should be placed as high as possible on your arms, at a tightness of no greater than 8 on a scale of 10. Most BFR workouts recommend using a far lighter weight than usual, perhaps as low as 25-50 percent of a normal working weight.",Triceps,3.0,Bodybuilding,216
2873,BFR cable rope push-down,"The blood flow restriction (BFR) cable rope push-down is an arm movement that builds triceps size and strength using a cable stack, rope grip, and blood flow restriction bands. It is popular in high-rep ""pump""-style arm workouts. The bands should be placed as high as possible on your arms, at a tightness of no greater than 8 on a scale of 10. Most BFR workouts recommend using a far lighter weight than usual, perhaps as low as 25-50 percent of a normal working weight.",Triceps,3.0,Bodybuilding,216
2874,Triceps Pressdown,The triceps pressdown is a standard triceps pushdown.,Triceps,3.0,Bodybuilding,168
2875,Machine Triceps Extension,The machine triceps extension is an isolation exercise targeting the tricep muscles.,Triceps,3.0,Bodybuilding,168
2876,Smith machine end-grip shoulder press,"The Smith machine end-grip shoulder press is a machine-based exercise targeting the shoulder muscles. It is performed holding the end of the bar in the Smith machine on the outside of the rack. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Shoulders,4.0,Bodybuilding,192
2877,Assist machine triceps push-down,"The assist machine triceps push-down is a triceps-focused exercise that is performed on an assisted pull-up or dip station. It is performed by pressing downward on the knee pad of the machine, against the resistance of the weight. It approximates the motion of a triceps cable rope push-down, but with open hands. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Triceps,3.5,Bodybuilding,168
2878,Smith machine close-grip bench press-,"The Smith machine close-grip bench press is a machine-based movement targeting the chest and triceps. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest, arms, or upper-body focused workout.","Triceps, Chest",4.0,Bodybuilding,192
2879,Machine Triceps Extension - Gethin Variation,The machine triceps extension is an isolation exercise targeting the tricep muscles.,Triceps,3.0,Bodybuilding,168
2880,Overhead Machine Triceps Extension - Gethin Variation,The machine triceps extension is an isolation exercise targeting the tricep muscles.,Triceps,3.0,Bodybuilding,168
2881,30 Arms Machine Triceps Dip,The 30 Arms machine triceps dip is a triceps dip on a machine.,"Triceps, Chest",3.5,Bodybuilding,168
2882,Triceps dip,"The triceps dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.","Triceps, Chest, Shoulders",5.0,"Bodybuilding, Calisthenics, Gymnastics",168
2883,Weighted bench dip,The weighted bench dip is a highly effective exercise for building the triceps. The resistance comes from a combination of body weight and added weight—usually a weight plate.,Triceps,5.5,"Bodybuilding, Strength Training",168
