Food Item,Food Group,Macronutrient Focus,Is Vitamin-Rich,Is Mineral-Rich,Is Vegan,Is Vegetarian,Is Gluten-Free,Is Dairy-Free,Is Nut-Free (General),Is Halal,Is Kosher,Processing Level,Culinary Usage,Health Impact,Contains Gluten,Contains Milk,Contains Eggs,Contains Fish,Contains Shellfish,Contains Peanuts,Contains Tree Nuts,Contains Soybeans,Contains Sesame,Contains Mustard,Contains Celery,Contains Sulphites
"Kale, fresh, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Kale, frozen, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Lambsquarter, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Mustard greens, raw",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Salad; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Mustard greens, fresh, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Mustard greens, frozen, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Mustard greens, NS as to form, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Mustard greens, fresh, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Mustard greens, frozen, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Poke greens, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Radicchio, raw",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,N,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Salad; Garnish; Grilling,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, raw",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Salad; Smoothie Ingredient; Cooking Green,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, fresh, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, frozen, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, canned, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish; Ingredient,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Spinach, fresh, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, fresh, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,N
"Spinach, NS as to form, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, fresh, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Spinach, frozen, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Spinach, canned, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,Variable,N,N,N,N,N,N,N,N,N,Variable
"Spinach, frozen, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Spinach, frozen, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,N
"Spinach, canned, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Spinach, canned, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Highly Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,Variable
"Spinach, creamed",Vegetables; Dairy; Grains; Oils and fats,Fat-rich; Carbohydrate-rich,Y,Y,N,Y,N,N,Y,Y,Y,Processed,Side Dish,Unhealthy,Y,Y,N,N,N,N,N,N,N,N,N,N
Spinach souffle,Composite Meal; Vegetables; Dairy; Proteins; Grains,Balanced,Y,Y,N,Y,N,N,Y,Y,Y,Processed,Side Dish; Light Meal,Moderate,Y,Y,Y,N,N,N,N,N,N,N,N,N
Spinach and cheese casserole,Composite Meal; Vegetables; Dairy; Proteins; Grains,Balanced; Fat-rich,Y,Y,N,Y,N,N,N,Y,Y,Processed,Side Dish; Casserole,Moderate,Y,Y,Y,N,N,N,N,N,N,N,N,N
Palak Paneer,Composite Meal; Vegetables; Dairy; Spices; Oils and fats,Protein-rich; Fat-rich,Y,Y,N,Y,N,N,N,Y,Y,Processed,Main Dish; Side Dish,Healthy,N,Y,N,N,N,N,N,N,N,N,N,N
Channa Saag,Composite Meal; Legumes; Vegetables; Spices; Oils and fats,Protein-rich; Carbohydrate-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Main Dish; Side Dish,Healthy,N,N,N,N,N,N,N,Y,N,N,N,N
"Taro leaves, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Turnip greens, fresh, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Turnip greens, frozen, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Turrnip greens, NS as to form, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Turnip greens, fresh, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Turnip greens, frozen, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Watercress, raw",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Salad; Sandwich Filling; Garnish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Watercress, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Bitter melon, horseradish, jute, or radish leaves, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, raw",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Salad; Snack; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, cooked, from restaurant",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Broccoli, fresh, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, frozen, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, NS as to form, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, fresh, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Broccoli, frozen, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Broccoli, fresh, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, fresh, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,N
"Broccoli, frozen, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, frozen, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,N
Broccoli casserole with noodles,Composite Meal; Vegetables; Grains; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,N,Y,N,N,N,Y,Y,Processed,Casserole; Side Dish,Moderate,Y,Y,Y,N,N,N,N,N,N,N,N,N
Broccoli casserole with rice,Composite Meal; Vegetables; Grains; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,N,Y,N,N,N,Y,Y,Processed,Casserole; Side Dish,Moderate,Variable,Y,N,N,N,N,N,N,N,N,N,N
Fried broccoli,Vegetables; Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,Y,Y,Y,Y,Highly Processed,Appetizer; Side Dish,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Broccoli, chinese, raw",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Salad; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Broccoli, Chinese, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Soup, broccoli cheese",Composite Meal; Vegetables; Dairy; Grains; Oils and fats,Fat-rich; Carbohydrate-rich,Y,Y,N,Y,N,N,Y,Y,Y,Processed,Soup,Unhealthy,Y,Y,N,N,N,N,N,N,N,N,N,N
"Carrots, raw",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Snack; Salad Ingredient; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, raw, salad",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Salad,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, raw, salad with apples",Composite Meal; Vegetables; Fruits,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Salad,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, cooked, from restaurant",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Carrots, fresh, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, frozen, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, canned, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish; Ingredient,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Carrots, fresh, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, fresh, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,N
"Carrots, NS as to form, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, fresh, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Carrots, frozen, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Carrots, canned, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,Variable,N,N,N,N,N,N,N,N,N,Variable
"Carrots, frozen, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrots, frozen, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,N
"Carrots, canned, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Carrots, canned, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Highly Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,Variable
"Carrots, glazed, cooked",Vegetables; Sweets and snacks; Oils and fats,Carbohydrate-rich,Y,N,Y,Y,N,Y,N,Y,Y,Processed,Side Dish,Unhealthy,N,Y,N,N,N,N,N,N,N,N,N,N
"Carrots, canned, reduced sodium, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish; Ingredient,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,Variable,N,N,N,N,N,N,N,N,N,Variable
"Carrots, canned, reduced sodium, cooked with oil",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Carrots, canned, reduced sodium, cooked with butter or margarine",Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,N,Y,Variable,Y,Y,Highly Processed,Side Dish,Moderate,N,Y,N,N,N,N,N,Variable,N,N,N,Variable
Beet juice,Beverages; Vegetables,Carbohydrate-rich,N,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Beverage,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Carrot juice, 100%",Beverages; Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Beverage,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Peas and carrots, fresh, cooked, no added fat",Composite Meal; Legumes; Vegetables,Carbohydrate-rich; Protein-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Peas and carrots, frozen, cooked, no added fat",Composite Meal; Legumes; Vegetables,Carbohydrate-rich; Protein-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Peas and carrots, canned, cooked, no added fat",Composite Meal; Legumes; Vegetables,Carbohydrate-rich; Protein-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Peas and carrots, cooked, NS as to form",Composite Meal; Legumes; Vegetables,Carbohydrate-rich; Protein-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Peas and carrots, fresh, cooked, fat added",Composite Meal; Legumes; Vegetables; Oils and fats,Carbohydrate-rich; Protein-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Peas and carrots, frozen, cooked, fat added",Composite Meal; Legumes; Vegetables; Oils and fats,Carbohydrate-rich; Protein-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Peas and carrots, canned, cooked, fat added",Composite Meal; Legumes; Vegetables; Oils and fats,Carbohydrate-rich; Protein-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish,Moderate,N,Variable,N,N,N,N,N,N,N,N,N,Variable
"Pumpkin, canned, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Pumpkin, cooked",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Winter squash, raw",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Unprocessed,Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Winter squash, cooked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Winter squash, cooked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Squash, winter, souffle",Composite Meal; Vegetables; Dairy; Proteins; Sweets and snacks; Grains,Carbohydrate-rich,Y,Y,Y,Y,N,N,N,Y,Y,Processed,Side Dish; Casserole,Moderate,Variable,Y,Y,N,N,N,N,N,N,N,N,N
"Sweet potato, NFS",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Staple; Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Sweet potato, baked, NS as to fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Meal Base,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Sweet potato, baked, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Meal Base,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Sweet potato, baked, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Sweet potato, boiled, NS as to fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Sweet potato, boiled, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Minimally Processed,Side Dish; Ingredient,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Sweet potato, boiled, fat added",Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Healthy,N,Variable,N,N,N,N,N,N,N,N,N,N
"Sweet potato, candied",Vegetables; Sweets and snacks; Oils and fats; Dairy,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,Y,N,Y,Y,Highly Processed,Side Dish; Dessert,Unhealthy,N,Y,N,N,N,N,Y,N,N,N,N,N
"Sweet potato, canned, NS as to fat",Vegetables; Sweets and snacks,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Ingredient; Side Dish,Moderate,N,N,N,N,N,N,N,N,N,N,N,Variable
"Sweet potato, canned, no added fat",Vegetables,Carbohydrate-rich; Vitamin-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Ingredient; Side Dish,Healthy,N,N,N,N,N,N,N,N,N,N,N,Variable
"Sweet potato, canned, fat added",Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Vitamin-rich; Fat-rich,Y,Y,Y,Y,Y,Y,Y,Y,Y,Processed,Side Dish,Moderate,N,Variable,N,N,N,N,N,N,N,N,N,Variable
"Sweet potato, casserole or mashed",Composite Meal; Vegetables; Dairy; Sweets and snacks; Nuts; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,N,Y,N,N,N,Y,N,Processed,Side Dish; Casserole,Unhealthy,Variable,Y,N,N,N,N,Y,N,N,N,N,N
"Sweet potato fries, NFS",Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,N,N,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Side Dish; Snack,Unhealthy,N,N,N,N,N,N,N,N,N,N,N,N
Sweet potato chips,Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,N,N,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Snack Chip,Unhealthy,N,N,N,N,N,N,N,N,N,N,N,N
