Alanine (G),"Alcohol, ethyl (G)",Arginine (G),Ash (G),Aspartic acid (G),Beta-sitosterol (MG),Betaine (MG),Caffeine (MG),"Calcium, Ca (MG)",Campesterol (MG),"Carbohydrate, by difference (G)","Carotene, alpha (UG)","Carotene, beta (UG)",Cholesterol (MG),"Choline, total (MG)","Copper, Cu (MG)","Cryptoxanthin, beta (UG)",Cystine (G),Energy (KCAL),"Fatty acids, total monounsaturated (G)","Fatty acids, total polyunsaturated (G)","Fatty acids, total saturated (G)","Fatty acids, total trans (G)","Fatty acids, total trans-monoenoic (G)","Fatty acids, total trans-polyenoic (G)","Fiber, total dietary (G)","Fluoride, F (UG)","Folate, DFE (UG)","Folate, food (UG)","Folate, total (UG)",Folic acid (UG),Fructose (G),Galactose (G),Glucose (G),Glutamic acid (G),Glycine (G),Histidine (G),Hydroxyproline (G),"Iron, Fe (MG)",Isoleucine (G),Lactose (G),Leucine (G),Lutein + zeaxanthin (UG),Lycopene (UG),Lysine (G),MUFA 14:1 (G),MUFA 15:1 (G),MUFA 16:1 (G),MUFA 17:1 (G),MUFA 18:1 (G),MUFA 20:1 (G),MUFA 22:1 (G),MUFA 24:1 (G),"Magnesium, Mg (MG)",Maltose (G),"Manganese, Mn (MG)",Methionine (G),Niacin (MG),PUFA 18:2 (G),PUFA 18:3 (G),PUFA 18:4 (G),PUFA 20:2 (G),PUFA 20:3 (G),PUFA 20:4 (G),PUFA 20:5 (G),PUFA 21:5 (G),PUFA 22:4 (G),PUFA 22:5 (G),PUFA 22:6 (G),PUFA 2:4 (G),Pantothenic acid (MG),Phenylalanine (G),"Phosphorus, P (MG)",Phytosterols (MG),"Potassium, K (MG)",Proline (G),Protein (G),Retinol (UG),Riboflavin (MG),SFA 10:0 (G),SFA 12:0 (G),SFA 13:0 (G),SFA 14:0 (G),SFA 15:0 (G),SFA 16:0 (G),SFA 17:0 (G),SFA 18:0 (G),SFA 20:0 (G),SFA 22:0 (G),SFA 24:0 (G),SFA 4:0 (G),SFA 6:0 (G),SFA 8:0 (G),"Selenium, Se (UG)",Serine (G),"Sodium, Na (MG)",Starch (G),Stigmasterol (MG),Sucrose (G),TFA 16:1 t (G),TFA 18:1 t (G),TFA 22:1 t (G),Theobromine (MG),Thiamin (MG),Threonine (G),Total Sugars (G),Total lipid (fat) (G),Tryptophan (G),Tyrosine (G),Valine (G),"Vitamin A, RAE (UG)",Vitamin B-12 (UG),Vitamin B-6 (MG),"Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),Water (G),"Zinc, Zn (MG)",allergens,category,diets,min_age_months,name,weight (G),Vitamin K (UG),Vitamin E (MG),TFA 18:2 t (G),alkalinity Ph (0-14)
,,,,,,,,296.0,,54.9,,1067.0,,55.4,0.385,,,282.0,2.68,7.08,2.45,,,,34.6,,105.0,,,,,,,,,,,15.6,,,,400.0,,,,,,,,,,,120.0,,2.05,,11.0,,,,,,,,,,,,,,,352.0,,1330.0,,13.5,,0.49,,,,,,,,,,,,,,,6.8,,64.0,,,,,,,,0.3,,10.3,13.9,,,,890.0,,1.51,0.6,,9.2,2.55,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Aji limo (dried),100.0,80.3,10.22,0.002,5.7
,,,,,,,,296.0,,54.9,,1067.0,,55.4,0.385,,,282.0,2.68,7.08,2.45,,,,34.6,,105.0,,,,,,,,,,,15.6,,,,400.0,,,,,,,,,,,120.0,,2.05,,11.0,,,,,,,,,,,,,,,352.0,,1330.0,,13.5,,0.49,,,,,,,,,,,,,,,6.8,,64.0,,,,,,,,0.3,,10.3,13.9,,,,890.0,,1.51,0.6,,9.2,2.55,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Aji rocoto (dried),100.0,80.3,10.22,0.002,5.7
,,,,,,,,296.0,,54.9,,1067.0,,55.4,0.385,,,282.0,2.68,7.08,2.45,,,,34.6,,105.0,,,,,,,,,,,15.6,,,,400.0,,,,,,,,,,,120.0,,2.05,,11.0,,,,,,,,,,,,,,,352.0,,1330.0,,13.5,,0.49,,,,,,,,,,,,,,,6.8,,64.0,,,,,,,,0.3,,10.3,13.9,,,,890.0,,1.51,0.6,,9.2,2.55,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Aji charapita (dried),100.0,80.3,10.22,0.002,5.7
0.76,,0.64,5.41,0.931,,,,148.0,,56.63,18.0,3074.0,,49.6,0.366,,0.14,318.0,2.16,9.89,3.26,,,,30.5,,108.0,108.0,108.0,,,,,1.677,0.556,0.334,,7.8,0.457,,0.65,3433.0,522.0,0.537,,,,,1.89,0.01,,,172.0,,0.916,0.198,9.29,9.79,0.1,,,,,,,,,,,2.52,0.413,293.0,,1620.0,0.505,12.01,,0.919,0.02,0.01,,0.02,,2.54,0.03,0.64,0.01,,,,,,10.9,0.538,30.0,,,,,,,,0.329,0.366,10.3,17.27,0.177,0.297,0.551,369.0,,2.45,76.4,,7.88,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Aji dulce (dried),100.0,105.7,29.83,0.002,5.7
,,,8.91,,,,,1346.0,,50.64,,,,,0.584,,,292.0,,,,,,,26.7,,,,108.0,,,,,,,,,22.04,,,,,,,,,,,,,,,304.0,,6.845,,8.16,,,,,,,,,,,,,,,542.0,,3968.0,,26.63,,0.528,,,,,,,,,,,,,,,10.3,,160.0,,,,,,,,0.2,,7.21,5.5,,,,421.0,,0.9,120.0,,8.32,3.01,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Bijao leaf (aromatic, dried)",100.0,1640.0,10.7,,6.0
,,,3.0,,,,,30.0,,60.0,,1000.0,,,0.1,,,250.0,0.5,1.5,0.5,,,,7.0,,10.0,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,20.0,,0.5,,0.5,,,,,,,,,,,,,,,50.0,,500.0,,5.5,,0.03,,,,,,,,,,,,,,,,,10.0,,,,,,,,0.05,,2.0,2.5,,,,100.0,,0.1,10000.0,,5.0,0.5,,Fruits and Fruit Juices,"Gluten-Free,Vegan,Vegetarian",6,Camu camu powder (aromatic),100.0,1.8,0.5,,6.0
0.76,,0.64,5.41,0.931,,,,148.0,,56.63,18.0,3074.0,,49.6,0.366,,0.14,318.0,2.16,9.89,3.26,,,,30.5,,108.0,108.0,108.0,,,,,1.677,0.556,0.334,,7.8,0.457,,0.65,3433.0,522.0,0.537,,,,,1.89,0.01,,,172.0,,0.916,0.198,9.29,9.79,0.1,,,,,,,,,,,2.52,0.413,293.0,,1620.0,0.505,12.01,,0.919,0.02,0.01,,0.02,,2.54,0.03,0.64,0.01,,,,,,10.9,0.538,30.0,,,,,,,,0.329,0.366,10.3,17.27,0.177,0.297,0.551,369.0,,2.45,76.4,,7.88,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried chili flakes,100.0,105.7,29.83,0.002,5.7
,,,28.6,,,,,700.0,,48.2,,240.0,,,0.2,,,200.0,0.1,0.3,0.1,,,,40.0,,100.0,,100.0,,,,,,,,,2.8,,,,,,,,,,,,,,,400.0,,0.3,,0.5,,,,,,,,,,,,,,,200.0,,8000.0,,12.5,,0.1,,,,,,,,,,,,,,,3.0,,2500.0,,,,,,,,0.05,,,0.7,,,,20.0,0.1,0.05,5.0,,10.0,0.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Kombu (dried),100.0,2.0,0.1,,6.0
2.14,,1.63,9.39,3.51,,22.9,,300.0,,47.9,,192.0,,,0.285,,0.38,269.0,0.587,1.15,0.908,,,,31.8,,100.0,100.0,100.0,,,,,5.25,1.62,0.63,,12.5,1.34,,2.05,5420.0,,1.69,,,0.007,,0.509,,,,328.0,,0.478,0.54,6.84,0.006,0.003,,,,,0.551,,,,0.537,,0.817,1.25,332.0,,2580.0,1.3,31.3,16.0,1.49,,,,,,0.758,,0.054,,,,,,,3.2,1.4,1010.0,,,,,,,,0.612,1.18,,3.79,0.38,0.96,1.57,16.0,0.5,0.247,39.3,,7.7,3.01,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Nori (dried),100.0,40.8,0.77,,6.0
0.444,,0.576,14.1,0.75,,6.7,,771.0,,60.1,,180.0,,,0.999,,0.177,269.0,1.55,3.44,1.05,,,,24.3,,48.0,48.0,48.0,,,,,1.76,0.395,0.231,,36.9,0.399,,0.697,820.0,,0.493,,,,,,,,,189.0,0.8,2.5,0.165,2.8,,,,,,,,,,,,,0.77,0.48,146.0,,1480.0,0.378,9.77,15.0,0.28,,,,,,,,,,,,,,,13.9,0.457,46.0,,,,,,,,0.158,0.399,0.8,7.61,0.088,0.28,0.551,15.0,,0.575,3.5,,8.36,3.01,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Five-spice components,100.0,63.8,3.99,,6.2
0.285,,0.354,28.5,0.485,,,,536.0,,51.5,,1800.0,,,0.316,,0.124,247.0,0.811,2.14,0.692,,,,15.3,,35.0,35.0,35.0,,,,,1.15,0.261,0.155,,10.4,0.252,,0.457,3600.0,,0.35,,,,,,,,,134.0,,1.06,0.096,1.83,,,,,,,,,,,,,0.613,0.33,150.0,,1120.0,0.244,6.46,150.0,0.211,,,,,,,,,,,,,,,5.5,0.279,6000.0,,,,,,,,0.134,0.254,0.4,5.09,0.063,0.179,0.36,150.0,,0.46,8.8,,8.5,1.63,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Adobo seasoning herbs,100.0,44.2,3.25,,6.2
0.381,,0.443,18.1,0.612,,,,1120.0,,61.3,,2880.0,,,0.761,,0.16,261.0,0.7,1.29,1.05,,,,36.3,,96.0,96.0,96.0,,,,,1.4,0.33,0.198,,26.2,0.361,,0.601,2490.0,,0.447,,,,,,,,,247.0,0.8,3.82,0.126,3.2,,,,,,,,,,,,,0.77,0.413,162.0,,1400.0,0.301,8.95,240.0,0.45,,,,,,,,,,,,,,,13.0,0.352,122.0,,,,,,,,0.21,0.339,0.8,4.29,0.084,0.23,0.454,240.0,,0.75,5.7,,7.37,1.63,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Sofrito herbs (dried variants),100.0,1500.0,8.6,,6.0
,,,9.9,,,,,150.0,,7.6,,,,,,,,37.0,,,,,,,6.9,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,1.6,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,0.6,,,,,,,14.0,,10.0,,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Dried hibiscus (bissap, aromatic use)",100.0,770.6,3.89,,5.9
,,,4.4,,,,,120.0,,58.0,,,,,,,,350.0,,,,,,,25.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,150.0,,,,1.5,,,,,,,,,,,,,,,180.0,,1100.0,,8.5,,0.1,,,,,,,,,,,,,,,,,30.0,,,,,,,,0.1,,,10.0,,,,,,,15.0,,8.0,1.0,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,African black pepper (Grains of Selim),100.0,56.3,10.22,0.002,5.7
,,,15.79,,,,,1141.0,,50.64,62.0,6360.0,,48.5,0.149,,,292.0,0.198,0.966,0.529,,,,26.7,,105.0,105.0,105.0,,,,,,,,,22.0,,,,8480.0,,,,,,,0.198,,,,244.0,,2.835,,8.4,0.485,0.481,,,,,,,,,,,0.852,,291.0,,3203.0,,26.47,,0.418,0.006,0.007,,0.034,,0.366,,0.106,0.004,,,,,,0.9,,452.0,12.72,,,,,,,0.207,,17.75,4.94,,,,536.0,,1.026,224.0,,2.16,3.59,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried parsley,100.0,1640.0,2.81,,5.9
,,,10.0,,,,,1890.0,,63.94,237.0,2856.0,,37.5,0.646,,,276.0,1.232,1.066,1.376,,,,37.7,,274.0,274.0,274.0,,,,,,,,,123.6,,,,2130.0,,,,,0.01,0.007,1.215,,,,220.0,,1.72,,4.91,0.852,0.214,,,,,,,,,,,0.407,,201.0,,814.0,,9.11,,0.471,0.01,0.01,,0.01,0.008,1.041,0.015,0.282,,,,,,,4.6,,55.0,1.7,,,,,,,0.05,,1.71,7.43,,,,252.0,,0.34,50.0,,7.52,6.1,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried thyme,100.0,1714.5,0.58,,5.9
,,,7.77,,,,,1652.0,,60.4,165.0,1978.0,,22.2,0.276,,,315.0,0.48,2.411,1.284,,,,40.3,,274.0,274.0,274.0,,,,,,,,,28.1,,,,1800.0,,,,,0.01,0.007,0.463,,,,428.0,,3.315,,5.72,1.859,0.552,,,,,,,,,,,0.686,,91.0,,1070.0,,10.63,,0.337,0.007,0.01,,0.015,,0.852,0.01,0.39,,,,,,,3.7,,11.0,1.69,,,,,,,0.075,,1.7,12.8,,,,165.0,,2.56,32.4,,9.9,1.06,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried sage,100.0,1714.5,7.48,,5.9
,,,7.52,,,,,664.0,,64.06,,,,15.0,0.301,,,331.0,1.232,2.441,1.491,,,,42.6,,109.0,109.0,109.0,,,,,,,,,29.2,,,,,,,,,0.01,0.007,1.215,,,,220.0,,1.0,,3.28,1.859,0.582,,,,,,,,,,,0.79,,119.0,,955.0,,4.88,,0.34,0.01,0.01,,0.01,0.008,1.041,0.015,0.282,,,,,,,5.5,,50.0,1.7,,,,,,,0.15,,1.71,15.22,,,,,,0.336,6.1,,8.32,3.23,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried rosemary,100.0,220.4,,,5.9
0.536,,0.505,12.98,1.346,,,,1990.0,,60.64,243.0,4850.0,,46.2,1.133,,0.124,271.0,1.491,1.94,0.49,,,,40.3,,274.0,274.0,274.0,,,,,1.05,0.47,0.28,,82.71,0.435,,0.707,1895.0,,0.613,,,,,,,,,346.0,,5.399,0.172,4.12,,,,,,,,,,,,,0.865,0.494,306.0,,1522.0,0.457,12.66,,0.316,,,,,,,,,,,,,,,4.5,0.491,77.0,,,,,,,,0.174,0.384,4.1,6.99,0.088,0.252,0.528,405.0,,1.19,51.4,,7.39,3.63,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried marjoram,100.0,621.7,1.69,,5.9
,,,5.99,,,,,148.0,,56.63,420.0,29630.0,,46.5,0.373,,,318.0,2.87,8.941,3.26,,,,27.2,,106.0,106.0,106.0,,,,,,,,,7.8,,,,1572.0,,,,,,,,,,,152.0,,3.999,,8.702,,,,,,,,,,,,,2.529,,293.0,,2014.0,,12.01,,0.919,,,,,,,,,,,,,,,9.3,,30.0,,,,,,,,0.328,,10.34,17.27,,,,4925.0,,2.45,76.4,,8.05,2.48,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Red chili powder (gochugaru),100.0,80.3,29.83,0.002,5.7
0.854,,2.656,4.24,1.674,353.0,,,60.0,120.0,18.06,,,,25.6,4.082,,0.35,597.0,20.354,23.361,7.749,,,,12.3,,97.0,97.0,97.0,,,,,3.518,1.055,0.499,,11.25,0.738,,1.341,,,0.596,,,,,20.256,,,,346.0,,2.214,0.528,5.378,22.753,0.499,,,,,,,,,,,0.05,0.957,574.0,714.0,442.0,0.738,16.96,,0.231,,,,,,4.909,,0.449,,,,,,,56.6,0.959,42.0,,10.0,,,,,,0.812,0.697,0.3,54.78,0.228,0.66,0.97,,,0.283,,,2.02,6.84,Sesame seeds,Nuts and seeds,"Gluten-Free,Vegan,Vegetarian",6,Ground sesame (aromatic),100.0,13.4,0.25,,6.5
,,,5.99,,,,,148.0,,56.63,420.0,29630.0,,46.5,0.373,,,318.0,2.87,8.941,3.26,,,,27.2,,106.0,106.0,106.0,,,,,,,,,7.8,,,,1572.0,,,,,,,,,,,152.0,,3.999,,8.702,,,,,,,,,,,,,2.529,,293.0,,2014.0,,12.01,,0.919,,,,,,,,,,,,,,,9.3,,30.0,,,,,,,,0.328,,10.34,17.27,,,,4925.0,,2.45,76.4,,8.05,2.48,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Aleppo pepper (dried),100.0,80.3,29.83,0.002,5.7
0.505,,0.443,9.21,1.055,,,,443.0,,64.81,,156.0,,11.2,0.695,,0.14,251.0,1.042,0.99,0.985,,,,25.3,,10.0,10.0,10.0,,,,,1.343,0.443,0.233,,9.71,0.413,,0.72,205.0,,0.536,,,,,,,,,194.0,,5.378,0.177,1.142,,,,,,,,,,,,,0.443,0.499,171.0,,1329.0,0.416,10.95,,0.13,,,,,,,,,,,,,,,3.1,0.508,20.0,,,,,,,,0.106,0.413,0.64,3.26,0.093,0.287,0.548,26.0,,0.34,,,11.77,1.41,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Sichuan peppercorn (dried),100.0,16.3,1.01,0.002,5.7
0.87,,1.48,2.2,2.1,,,,217.0,,16.5,,,,136.6,0.817,,0.22,212.0,2.503,5.567,1.956,,,,5.4,,104.0,104.0,104.0,,,,,3.6,0.84,0.54,,8.6,0.82,,1.34,,,1.15,,,,,2.455,,,,167.0,,1.399,0.24,0.7,4.887,0.68,,,,,,,,,,,0.316,0.87,274.0,,698.0,0.82,17.7,,0.3,,,,,,1.503,,0.453,,,,,,,8.0,0.99,7.0,,,,,,,,0.17,0.6,0.3,11.0,0.21,0.63,0.9,,0.11,0.23,1.0,,60.1,3.1,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Fermented black bean seasoning (dried),100.0,23.9,0.1,,6.0
,,,15.8,,,,,2240.0,,47.7,,5013.0,,43.6,0.697,,,233.0,0.547,1.838,0.816,,,,37.7,,274.0,274.0,274.0,,,,,,,,,89.8,,,,10400.0,,,,,,,0.528,,,,711.0,,7.76,,4.9,0.449,1.389,,,,,,,,,,,0.46,,321.0,,2630.0,,23.3,,1.25,,,,,,0.669,,0.038,,,,,,,3.1,,34.0,,,1.75,,,,,0.08,,1.75,3.9,,,,418.0,,1.34,61.2,,9.22,7.1,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Basil (dried, Austronesian varieties)",100.0,1714.5,10.7,,6.0
,,,15.8,,,,,2240.0,,47.7,,5013.0,,43.6,0.697,,,233.0,0.547,1.838,0.816,,,,37.7,,274.0,274.0,274.0,,,,,,,,,89.8,,,,10400.0,,,,,,,0.528,,,,711.0,,7.76,,4.9,0.449,1.389,,,,,,,,,,,0.46,,321.0,,2630.0,,23.3,,1.25,,,,,,0.669,,0.038,,,,,,,3.1,,34.0,,,1.75,,,,,0.08,,1.75,3.9,,,,418.0,,1.34,61.2,,9.22,7.1,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Thai basil (dried),100.0,1714.5,10.7,,6.0
,,,2.8,,,,,502.0,,88.6,,,,16.9,0.355,,,381.0,0.08,0.51,0.22,,,,17.1,,64.0,64.0,64.0,,25.1,,11.5,,,,,10.3,,,,,,,,,,,0.07,,,,165.0,,1.3,,2.8,0.46,0.04,,,,,,,,,,,0.3,,310.0,,1090.0,,12.3,,0.4,,,,,,0.14,,0.01,,,,,,,1.2,,103.0,,,11.1,,,,,0.4,,47.7,1.2,,,,,,1.1,68.4,,5.1,2.3,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried shallot flakes,100.0,28.9,0.6,,6.0
,,,4.6,,,,,660.0,,58.1,,190.0,,42.6,0.613,,,325.0,2.53,6.27,1.83,,,,33.2,,78.0,78.0,78.0,,,,,,,,,55.4,,,,,,,,,,,2.47,,,,254.0,,3.7,,3.86,6.07,0.2,,,,,,,,,,,0.814,,367.0,,1170.0,,12.7,,0.384,,,,,,1.34,,0.28,,,,,,,10.6,,49.0,,,,,,,,0.106,,7.33,14.0,,,,16.0,,0.175,,,10.8,4.7,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Myanmar-style dried spices,100.0,99.4,2.7,,6.2
,,,,,,,,28.0,,15.0,,11.0,,,0.08,,,70.0,,,,,,,1.5,,,,18.0,,,,,,,,,0.6,,,,,,,,,,,,,,,20.0,,0.08,,0.3,,,,,,,,,,,,,,,29.0,,353.0,,1.2,,0.02,,,,,,,,,,,,,,,0.5,,6.0,,,,,,,,0.02,,,0.5,,,,1.0,,0.04,9.3,,81.3,0.12,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried galangal,100.0,56.3,10.22,0.002,5.7
,,,,,,,,11.0,,80.5,,,,,0.142,,,367.0,,,,,,,2.4,,4.0,4.0,,,,,,,,,,0.67,,,,,,,,,,,,,,,23.0,,0.758,,2.296,,,,,,,,,,,,,,,98.0,,98.0,,6.07,,0.027,,,,,,,,,,,,,,,11.9,,3.0,,,,,,,,0.174,,0.07,0.64,,,,,,0.165,,,11.2,0.77,Cereals containing gluten,Rice,"Vegan,Vegetarian",6,Sticky-rice roasted powder (aromatic),100.0,28.9,1.09,,6.0
,,,10.97,,26.0,,,1150.0,3.0,50.23,550.0,10100.0,,30.6,0.52,100.0,,292.0,0.94,2.45,0.65,,,,26.7,,152.0,152.0,,,,,,,,,,29.83,,,,10500.0,,,,,,,,,,,298.0,,3.65,,5.09,,,,,,,,,,,,,0.38,,328.0,30.0,2680.0,,26.63,,0.28,,,,,,,,,,,,,,,4.2,,462.0,,1.0,,,,,,0.12,,,4.8,,,,842.0,,0.89,104.9,,7.37,3.03,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Green seasoning herbs (dried variants),100.0,1640.0,6.8,,5.9
,,,1.8,,,,,134.0,,3.8,,3600.0,,,0.08,,,25.0,,,,,,,2.5,,10.0,10.0,,,,,,,,,,4.1,,,,286.0,,,,,,,,,,,58.0,,0.16,,0.6,,,,,,,,,,,,,,,38.0,,424.0,,2.2,,0.06,,,,,,,,,,,,,,,0.9,,42.0,,,,,,,,0.04,,,0.5,,,,300.0,,0.06,18.5,,91.8,0.8,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Chadon beni / culantro (dried),100.0,177.8,0.45,,5.9
,,,5.75,,,8.6,26.0,148.0,,56.63,,28551.0,,53.9,0.37,,,318.0,3.49,9.33,3.26,,,,30.5,,106.0,106.0,,,,,,,,,,7.8,,,,10565.0,2307.0,,,,,,,,,,139.0,,4.96,,8.7,,,,,,,,,,,,,2.5,,293.0,,2014.0,,12.01,,0.92,,,,,,,,,,,,,,,9.3,,30.0,,,,,,,,0.32,,10.34,17.29,,,,4768.0,,2.95,76.4,,8.05,2.48,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Harissa spices (dried components),100.0,80.3,29.8,0.002,5.7
0.053,,0.076,,0.143,14.0,0.4,,59.0,,14.2,,1000.0,,8.9,0.048,,0.011,61.0,0.02,0.11,0.05,,,,1.8,,48.0,48.0,48.0,,,,,0.14,0.042,0.025,,2.1,0.047,,0.076,,,0.078,,,,,0.02,,,,28.0,,0.481,0.012,0.4,0.05,0.06,,,,,,,,,,,0.089,0.045,35.0,14.0,180.0,0.039,1.5,,0.03,,,,,,0.046,,0.003,,,,,,,0.6,0.044,20.0,,,,,,,,0.06,0.046,3.9,0.3,0.015,0.029,0.064,83.0,,0.233,12.0,,90.5,0.12,,Vegetables and Vegetable Products,"Gluten-Free,Vegan,Vegetarian",6,Leek flakes (dried),100.0,47.0,1.0,,5.9
0.778,,0.672,20.6,1.258,,,,852.0,,47.9,,120.0,,,0.08,,0.144,190.0,0.44,1.41,0.77,,,,13.5,,,,198.0,,,,,1.625,0.547,0.229,,2.2,0.428,,0.771,,,0.781,,,,,0.44,,,,1070.0,,1.5,0.203,1.6,0.09,0.01,,,,,0.82,,,,0.38,,0.2,0.453,162.0,,5780.0,0.456,12.7,,0.35,,,,0.08,,0.63,,0.03,,,,,,,0.7,0.495,2600.0,,,,,,,,0.17,0.43,,3.2,0.125,0.288,0.548,10.0,,0.003,3.0,,15.6,0.45,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Seaweed flakes (dried),100.0,65.5,0.1,,6.0
,,,99.7,,,,,165.0,,,,,,,0.012,,,,,,,,,,,2.0,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,112.0,,0.006,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,0.1,,38850.0,,,,,,,,,,,,,,,,,,,,,0.14,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Alaea red salt,100.0,,,,7.0
0.697,,0.742,12.4,1.134,,,,2000.0,,60.1,,3340.0,,,0.6,,0.126,285.0,0.12,1.76,0.8,,,,23.9,,,,274.0,,,,,1.166,0.654,0.286,,84.7,0.536,,0.963,,,0.825,,,,,0.09,,,,530.0,,18.2,0.231,6.8,0.9,0.78,,,,,,,,,,,0.94,0.587,150.0,,1900.0,0.511,13.9,,0.38,,,,,,0.53,,0.08,,,,,,,10.5,0.505,77.0,,,,,,,,0.26,0.463,,4.16,0.126,0.404,0.672,278.0,,0.48,11.8,,9.35,6.4,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Wild mint (dried),100.0,1640.0,,,5.9
0.047,,0.036,0.49,0.106,,,,28.0,,29.3,,,,6.1,0.088,,0.007,112.0,0.12,0.41,0.13,,,,3.2,,,,4.0,,10.27,,10.03,0.147,0.035,0.015,,0.52,0.038,,0.052,,,0.045,,,,,0.119,,,,12.0,,0.061,0.007,0.4,0.407,,,,,,,,,,,,0.081,0.028,24.0,,211.0,0.028,0.91,,0.04,,,,,,0.113,,0.012,,,,,,,0.1,0.031,2.0,,,,,,,,0.02,0.033,20.3,0.8,0.008,0.022,0.038,,,0.04,12.0,,68.1,0.16,,Fruits and Fruit Juices,"Gluten-Free,Vegan,Vegetarian",6,Chokecherry powder (aromatic),100.0,4.1,0.24,,3.6
,,,0.99,,,,,65.0,,25.3,,90.0,,10.9,0.266,,,99.0,0.085,0.237,0.065,,,,5.2,,75.0,75.0,75.0,,,,,,,,,5.2,,,,,,,,,0.009,,0.076,,,,60.0,,0.174,,2.4,0.22,0.017,,,,,,,,,,,0.08,,101.0,,494.0,,1.8,,0.135,,,,0.002,,0.047,,0.016,,,,,,,0.7,,6.0,,,,,,,,0.065,,3.0,0.49,,,,15.0,,0.08,2.6,,79.3,0.7,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Lemongrass leaf (not powder),100.0,,,,5.9
,,,2.1,,,,,462.0,,60.5,,150.0,,14.8,0.176,11.0,,269.0,0.07,0.33,0.22,,,,28.3,,10.0,10.0,10.0,,,,,,,,,1.6,,,,129.0,,,,,0.003,,0.063,,,,46.0,,0.35,,1.8,0.327,0.003,,,,,,,,,,,0.28,,107.0,,1004.0,,5.5,,0.06,0.006,0.006,,0.013,,0.147,,0.043,,,,,,,0.6,,37.0,,,,,,,,0.12,,17.5,2.5,,,,13.0,,0.11,100.0,,9.3,0.3,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Kaffir lime peel (dried zest),100.0,,0.8,0.002,5.7
,,,5.6,,,,,525.0,,58.2,,780.0,,33.7,0.52,100.0,,325.0,3.5,5.9,2.9,,,,33.2,,80.0,80.0,80.0,,,,,,,,,19.1,,,,560.0,,,0.01,,0.06,0.01,3.37,0.04,,,180.0,,4.2,,3.0,5.8,0.1,,,,,,,,,,,0.6,,367.0,,1160.0,,12.7,,0.24,0.01,0.01,,0.06,,1.99,,0.68,0.02,,,,,,12.9,,353.0,,,,,,,,0.17,,12.0,14.0,,,,65.0,,0.2,,,9.2,4.1,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Curry powder (as a blend — used worldwide),100.0,99.8,0.8,,6.2
