match_type,value
intersection,"soybean curd, deep fried"
intersection,soybean oil
intersection,"soybeans, cooked"
intersection,"spaghetti and meatballs dinner, nfs, frozen meal"
intersection,spaghetti sauce
intersection,spaghetti sauce with added vegetables
intersection,spaghetti sauce with meat
intersection,spaghetti sauce with meat and added vegetables
intersection,spaghetti sauce with poultry
intersection,spaghetti sauce with poultry and added vegetables
intersection,spaghetti sauce with seafood
intersection,spaghetti sauce with seafood and added vegetables
intersection,"spaghetti sauce, fat free"
intersection,"spaghetti sauce, reduced sodium"
intersection,"spaghetti squash, cooked"
intersection,"spaghetti with meat sauce, diet frozen meal"
intersection,spam
intersection,spam sandwich
intersection,"spam, reduced sodium"
intersection,spanakopita
intersection,spanish rice with ground beef
intersection,"spanish rice, fat added"
intersection,"spanish rice, from restaurant"
intersection,"spanish rice, no added fat"
intersection,"spanish rice, ns as to fat"
intersection,spinach and artichoke dip
intersection,spinach and cheese casserole
intersection,"spinach dip, light"
intersection,"spinach dip, regular"
intersection,"spinach dip, yogurt based"
intersection,"spinach quiche, meatless"
intersection,"spinach salad, no dressing"
intersection,spinach souffle
intersection,"spinach, canned, cooked with butter or margarine"
intersection,"spinach, canned, cooked with oil"
intersection,"spinach, canned, cooked, fat added, ns as to fat type"
intersection,"spinach, canned, cooked, no added fat"
intersection,"spinach, cooked, as ingredient"
intersection,"spinach, creamed"
intersection,"spinach, for use on a sandwich"
intersection,"spinach, fresh, cooked with butter or margarine"
intersection,"spinach, fresh, cooked with oil"
intersection,"spinach, fresh, cooked, fat added, ns as to fat type"
intersection,"spinach, fresh, cooked, no added fat"
intersection,"spinach, frozen, cooked with butter or margarine"
intersection,"spinach, frozen, cooked with oil"
intersection,"spinach, frozen, cooked, fat added, ns as to fat type"
intersection,"spinach, frozen, cooked, no added fat"
intersection,"spinach, ns as to form, cooked"
intersection,"spinach, raw"
intersection,"split peas, from dried, fat added"
intersection,"split peas, from dried, no added fat"
intersection,spoonbread
intersection,sports drink (gatorade g)
intersection,sports drink (powerade)
intersection,"sports drink, dry concentrate, not reconstituted"
intersection,"sports drink, low calorie"
intersection,"sports drink, low calorie (gatorade g2)"
intersection,"sports drink, low calorie (powerade zero)"
intersection,"sports drink, nfs"
intersection,"sprouts, nfs"
intersection,"squash, summer, casserole with tomato and cheese"
intersection,"squash, summer, casserole, with cheese sauce"
intersection,"squash, summer, casserole, with rice and tomato sauce"
intersection,"squash, summer, souffle"
intersection,"squash, winter, souffle"
intersection,squirrel
intersection,"starfruit, raw"
intersection,steak sandwich or sub on wheat
intersection,steak sandwich or sub on white
intersection,steak sauce
intersection,steak tartare
intersection,steak teriyaki
intersection,"steak, ns as to type of meat, ns as to fat eaten"
intersection,"stew, beef"
intersection,"stew, beef, canned"
intersection,"stew, beef, with pasta"
intersection,"stew, chicken"
intersection,"stew, chicken, with pasta"
intersection,"stew, fish"
intersection,"stew, lamb"
intersection,"stew, nfs"
intersection,"stew, pork"
intersection,"stew, pork, with pasta"
intersection,"stew, vegetable"
intersection,"stewed chicken with tomato-based sauce, mexican style"
intersection,"stewed chitterlings, puerto rican style"
intersection,"stewed dried beef, puerto rican style"
intersection,"stewed gizzards, puerto rican style"
intersection,"stewed goat, puerto rican style"
intersection,"stewed pig's feet, puerto rican style"
intersection,"stewed pork, puerto rican style"
intersection,stewed potatoes
intersection,stewed potatoes with tomatoes
intersection,"stewed potatoes, puerto rican style"
intersection,"stewed rabbit, puerto rican style,"
intersection,"stewed rice, puerto rican style"
intersection,"stewed salmon, puerto rican style"
intersection,"stewed seasoned ground beef, mexican style"
intersection,"stewed seasoned ground beef, puerto rican style"
intersection,"stewed tripe, with potatoes, puerto rican style"
intersection,"stewed, seasoned, ground beef and pork with potatoes, mexican style"
intersection,"stewed, seasoned, ground beef and pork, mexican style"
intersection,"stewed, seasoned, ground beef with potatoes, mexican style"
intersection,stir fried beef and vegetables in soy sauce
intersection,"strawberries, canned"
intersection,"strawberries, frozen"
intersection,"strawberries, raw"
intersection,"strawberry beverage powder, dry mix, not reconstituted"
intersection,strawberry drink syrup
intersection,"strawberry juice, 100%"
intersection,"strawberry milk, fat free (skim)"
intersection,"strawberry milk, low fat (1%)"
intersection,"strawberry milk, nfs"
intersection,"strawberry milk, reduced fat (2%)"
intersection,"strawberry milk, reduced sugar"
intersection,"strawberry milk, whole"
intersection,"strudel, apple"
intersection,"strudel, berry"
intersection,"strudel, cheese"
intersection,"strudel, cherry"
intersection,"strudel, peach"
intersection,stuffed cabbage rolls with beef and rice
intersection,"stuffed cabbage, with meat and rice, syrian dish, puerto rican style"
intersection,"stuffed cabbage, with meat, puerto rican style"
intersection,"stuffed chicken, drumstick or breast, puerto rican style"
intersection,stuffed grape leaves with beef and rice
intersection,stuffed grape leaves with lamb and rice
intersection,"stuffed green pepper, puerto rican style"
intersection,stuffed jalapeno pepper
intersection,"stuffed pepper, with meat"
intersection,"stuffed pepper, with rice and meat"
intersection,"stuffed pepper, with rice, meatless"
intersection,"stuffed shells, cheese- and spinach- filled, no sauce"
intersection,"stuffed shells, cheese-filled, no sauce"
intersection,"stuffed shells, cheese-filled, with meat sauce"
intersection,"stuffed shells, cheese-filled, with tomato sauce, meatless"
intersection,"stuffed shells, with chicken, with tomato sauce"
intersection,"stuffed shells, with fish and/or shellfish, with tomato sauce"
intersection,"stuffed tomato, with rice and meat"
intersection,"stuffed tomato, with rice, meatless"
intersection,sugar cane beverage
intersection,sugar substitute and sugar blend
intersection,"sugar substitute, aspartame, powder"
intersection,"sugar substitute, liquid, nfs"
intersection,"sugar substitute, monk fruit, powder"
intersection,"sugar substitute, powder, nfs"
intersection,"sugar substitute, saccharin, liquid"
intersection,"sugar substitute, saccharin, powder"
intersection,"sugar substitute, stevia, liquid"
intersection,"sugar substitute, stevia, powder"
intersection,"sugar substitute, sucralose, powder"
intersection,"sugar, brown"
intersection,"sugar, cinnamon"
intersection,"sugar, nfs"
intersection,"sugar, white, confectioner's, powdered"
intersection,"sugar, white, granulated or lump"
intersection,"summer squash, cooked, as ingredient"
intersection,"summer squash, green, raw"
intersection,"summer squash, yellow or green, canned, cooked, fat added, ns as to fat type"
intersection,"summer squash, yellow or green, fresh, cooked with butter or margarine"
intersection,"summer squash, yellow or green, fresh, cooked with oil"
intersection,"summer squash, yellow or green, fresh, cooked, fat added, ns as to fat type"
intersection,"summer squash, yellow or green, fresh, cooked, no added fat"
intersection,"summer squash, yellow or green, frozen, cooked with butter or margarine"
intersection,"summer squash, yellow or green, frozen, cooked with oil"
intersection,"summer squash, yellow or green, frozen, cooked, fat added, ns as to fat type"
intersection,"summer squash, yellow or green, frozen, cooked, no added fat"
intersection,"summer squash, yellow or green, ns as to form, cooked"
intersection,"summer squash, yellow, raw"
intersection,sun-dried tomatoes
intersection,sunflower oil
intersection,"sunflower seeds, flavored"
intersection,"sunflower seeds, nfs"
intersection,"sunflower seeds, plain, salted"
intersection,"sunflower seeds, plain, unsalted"
intersection,sushi roll tuna
intersection,"sushi roll, avocado"
intersection,"sushi roll, california"
intersection,"sushi roll, eel"
intersection,"sushi roll, salmon"
intersection,"sushi roll, shrimp"
intersection,"sushi roll, vegetable"
intersection,"sushi, nfs"
intersection,"sushi, topped with crab"
intersection,"sushi, topped with eel"
intersection,"sushi, topped with egg"
intersection,"sushi, topped with salmon"
intersection,"sushi, topped with shrimp"
intersection,"sushi, topped with tuna"
intersection,swedish meatballs with cream or white sauce
intersection,sweet and sour chicken or turkey
intersection,"sweet and sour chicken or turkey, without vegetables"
intersection,sweet and sour pork
intersection,sweet and sour pork with rice
intersection,sweet and sour sauce
intersection,sweet and sour shrimp
intersection,sweet potato chips
intersection,"sweet potato fries, fast food / restaurant"
intersection,"sweet potato fries, from fresh"
intersection,"sweet potato fries, frozen"
intersection,"sweet potato fries, nfs"
intersection,"sweet potato fries, school"
intersection,sweet potato paste
intersection,sweet potato tots
intersection,"sweet potato tots, fast food / restaurant"
intersection,"sweet potato tots, school"
intersection,"sweet potato, baked, fat added"
intersection,"sweet potato, baked, no added fat"
intersection,"sweet potato, baked, ns as to fat"
intersection,"sweet potato, boiled, fat added"
intersection,"sweet potato, boiled, no added fat"
intersection,"sweet potato, boiled, ns as to fat"
intersection,"sweet potato, candied"
intersection,"sweet potato, canned, fat added"
intersection,"sweet potato, canned, no added fat"
intersection,"sweet potato, canned, ns as to fat"
intersection,"sweet potato, casserole or mashed"
intersection,"sweet potato, cooked, as ingredient"
intersection,"sweet potato, nfs"
intersection,"sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked"
intersection,sweetbreads
intersection,swiss steak
intersection,"swiss steak, with gravy, meatless"
intersection,"syrup, nfs"
intersection,szechuan beef
intersection,tabbouleh
intersection,"table fat, nfs"
intersection,taco or tostada salad with chicken
intersection,taco or tostada salad with chicken and sour cream
intersection,taco or tostada salad with meat
intersection,taco or tostada salad with meat and sour cream
intersection,"taco or tostada salad, meatless"
intersection,"taco or tostada salad, meatless with sour cream"
intersection,taco sauce
intersection,"taco shell, corn"
intersection,"taco shell, flour"
intersection,"taco, cheese only"
intersection,"taco, corn tortilla, beef, cheese"
intersection,"taco, corn tortilla, beef, with beans, cheese"
intersection,"taco, corn tortilla, chicken, cheese"
intersection,"taco, corn tortilla, chicken, with beans, cheese"
intersection,"taco, corn tortilla, pork, cheese"
intersection,"taco, corn tortilla, pork, with beans, cheese"
intersection,"taco, corn tortilla, with beans, cheese"
intersection,"taco, fish"
intersection,"taco, flour tortilla, beef, cheese"
intersection,"taco, flour tortilla, beef, with beans, cheese"
intersection,"taco, flour tortilla, chicken, cheese"
intersection,"taco, flour tortilla, chicken, with beans, cheese"
intersection,"taco, flour tortilla, pork, cheese"
intersection,"taco, flour tortilla, pork, with beans, cheese"
intersection,"taco, flour tortilla, with beans, cheese"
intersection,"taco, meat, no cheese"
intersection,"taco, meat, with beans, no cheese"
intersection,"taco, nfs"
intersection,"taco, with beans, no cheese"
intersection,tahini
intersection,tamale casserole with meat
