Food Group,Macronutrient Focus,Processing Level,Culinary Usage,Health Impact,id,diets,allergens
Dairy; Beverages,Carbohydrate-rich,Highly Processed,Beverage,Moderate,117,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Milk
Dairy; Beverages; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Beverage,Unhealthy,113,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Grains; Fruits; Sweets and snacks; Dairy; Nuts; Raisins,Carbohydrate-rich,Processed,Pastry; Dessert,Unhealthy,2656,"Vegetarian,Halal,Vitamin-Rich,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Fruits; Sweets and snacks; Dairy,Carbohydrate-rich,Processed,Pastry; Dessert,Unhealthy,2657,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Dairy; Sweets and snacks; Proteins,Carbohydrate-rich; Fat-rich,Processed,Pastry; Dessert,Unhealthy,2659,"Vegetarian,Mineral-Rich,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Fruits; Sweets and snacks; Dairy,Carbohydrate-rich,Processed,Pastry; Dessert,Unhealthy,2658,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Fruits; Sweets and snacks; Dairy,Carbohydrate-rich,Processed,Pastry; Dessert,Unhealthy,2660,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal,Balanced,Processed,Meal,Healthy,1237,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Proteins; Grains; Spices,Balanced,Processed,Meal,Healthy,4760,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Proteins; Grains,Balanced,Processed,Meal,Healthy,4759,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Grains; Vegetables,Protein-rich,Processed,Meal,Moderate,1063,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Composite Meal,Balanced,Processed,Meal; Appetizer,Healthy,1238,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal,Balanced,Processed,Meal; Appetizer,Healthy,1276,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Proteins; Grains; Vegetables,Balanced,Processed,Meal,Healthy,1250,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Dairy; Proteins; Grains; Oils and fats,Fat-rich; Protein-rich,Highly Processed,Appetizer,Unhealthy,4662,"Vegetarian,Mineral-Rich,Halal,Pescatarian,Nut-Free,Soy-Free","Milk,Cereals containing gluten,Eggs"
Composite Meal; Proteins; Vegetables; Grains,Balanced,Processed,Meal,Healthy,3689,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Proteins; Vegetables; Grains,Balanced,Processed,Meal,Healthy,3690,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Vegetables; Legumes,Carbohydrate-rich; Protein-rich,Processed,Meal,Healthy,3691,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Dairy; Vegetables; Proteins,Protein-rich; Carbohydrate-rich,Processed,Pasta Dish Component,Healthy,3399,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Dairy; Proteins,Protein-rich; Carbohydrate-rich,Processed,Pasta Dish Component,Moderate,3396,"Vegetarian,Mineral-Rich,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Dairy; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Processed,Pasta Dish; Meal,Moderate,3398,"Nut-Free,Mineral-Rich,Halal,Vitamin-Rich,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Dairy; Vegetables,Protein-rich; Carbohydrate-rich,Processed,Pasta Dish; Meal,Moderate,3397,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Proteins; Dairy; Vegetables,Protein-rich; Carbohydrate-rich,Processed,Pasta Dish; Meal,Moderate,3400,"Nut-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Proteins; Dairy; Vegetables,Protein-rich; Carbohydrate-rich,Processed,Pasta Dish; Meal,Moderate,3401,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Nut-Free,Soy-Free","Fish,Crustaceans,Molluscs,Cereals containing gluten,Milk,Eggs"
Composite Meal; Proteins; Vegetables; Grains,Balanced,Processed,Meal Component; Appetizer,Healthy,3692,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Vegetables; Legumes,Carbohydrate-rich; Protein-rich,Processed,Meal Component; Appetizer,Healthy,3693,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks,Carbohydrate-rich,Minimally Processed,Beverage,Unhealthy,5223,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich,Highly Processed,Sweetener,Moderate,4879,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4888,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4885,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4883,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Neutral/Debated,Variable,4884,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4887,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4886,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4882,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4881,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,,Highly Processed,Sweetener,Neutral,4880,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich,Processed,Sweetener; Ingredient,Unhealthy,4877,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks; Spices,Carbohydrate-rich,Processed,Topping; Sweetener,Unhealthy,4878,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich,Processed,Sweetener; Ingredient,Unhealthy,4874,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich,Highly Processed,Sweetener,Unhealthy,4876,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich,Processed,Sweetener; Ingredient,Unhealthy,4875,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Vitamin-rich; Carbohydrate-rich,Minimally Processed,Recipe Component,Healthy,5421,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Unprocessed,Salad; Ingredient,Healthy,4425,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Moderate,4613,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Moderate,4615,"Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Healthy,4614,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Healthy,4611,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4608,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Moderate,4617,"Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Healthy,4616,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Healthy,4612,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Processed,Side Dish; Ingredient,Healthy,4609,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Processed,Side Dish; Ingredient,Healthy,4610,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Unprocessed,Salad; Ingredient,Healthy,4424,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Ingredient; Condiment; Salad Topping,Healthy,4344,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Oils and fats; Seeds,Fat-rich,Processed,Cooking Oil,Healthy,4809,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Proteins; Oils and fats; Sweets and snacks,Fat-rich; Protein-rich,Processed,Snack,Moderate,2201,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Egg-Free",Soybeans
Proteins; Oils and fats,Fat-rich; Protein-rich,Minimally Processed,Snack; Ingredient,Healthy,2202,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Egg-Free,Soy-Free",
Proteins; Oils and fats,Fat-rich; Protein-rich,Processed,Snack,Healthy,2200,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,No Added Sugar,Egg-Free,Soy-Free",
Proteins; Oils and fats,Fat-rich; Protein-rich,Minimally Processed,Snack; Ingredient,Healthy,2199,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Egg-Free,Soy-Free",
Composite Meal; Grains; Proteins; Seaweed,Protein-rich; Carbohydrate-rich,Processed,Sushi Roll,Healthy,3582,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Soybeans,Sesame seeds"
Composite Meal; Grains; Fruits; Seaweed,Carbohydrate-rich; Fat-rich,Processed,Sushi Roll,Healthy,3577,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Gluten-Free,Nut-Free,Egg-Free","Soybeans,Sesame seeds"
Composite Meal; Grains; Proteins; Fruits; Vegetables; Seaweed,Balanced,Processed,Sushi Roll,Healthy,3578,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Gluten-Free,Nut-Free","Crustaceans,Eggs,Soybeans,Sesame seeds,Fish"
Composite Meal; Grains; Proteins; Seaweed; Condiments,Protein-rich; Carbohydrate-rich,Processed,Sushi Roll,Moderate,3579,"Pescatarian,Halal,Kosher,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Soybeans,Sesame seeds,Cereals containing gluten"
Composite Meal; Grains; Proteins; Seaweed,Protein-rich; Carbohydrate-rich; Fat-rich,Processed,Sushi Roll,Healthy,3580,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Soybeans,Sesame seeds"
Composite Meal; Grains; Proteins; Seaweed,Protein-rich; Carbohydrate-rich,Processed,Sushi Roll,Healthy,3581,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Crustaceans,Soybeans,Sesame seeds"
Composite Meal; Grains; Vegetables; Seaweed,Carbohydrate-rich,Processed,Sushi Roll,Healthy,3583,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Gluten-Free,Nut-Free,Egg-Free","Soybeans,Sesame seeds"
Composite Meal; Grains; Proteins; Vegetables; Seaweed,Balanced,Processed,Meal; Appetizer,Healthy,3576,"Pescatarian,Mineral-Rich,Vitamin-Rich,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Crustaceans,Molluscs,Soybeans,Sesame seeds"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,Processed,Sushi,Healthy,3584,"Pescatarian,Mineral-Rich,Halal,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Crustaceans,Soybeans,Fish"
Composite Meal; Grains; Proteins; Condiments,Protein-rich; Carbohydrate-rich,Processed,Sushi,Moderate,3585,"Pescatarian,Halal,Kosher,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Soybeans,Cereals containing gluten"
Composite Meal; Grains; Proteins; Seaweed,Protein-rich; Carbohydrate-rich,Processed,Sushi,Moderate,3589,"Vegetarian,Mineral-Rich,Halal,Kosher,Pescatarian,Dairy-Free,Gluten-Free,Nut-Free","Eggs,Soybeans"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Processed,Sushi,Healthy,3586,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Soybeans"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,Processed,Sushi,Healthy,3587,"Pescatarian,Mineral-Rich,Halal,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Crustaceans,Soybeans"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,Processed,Sushi,Healthy,3588,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Gluten-Free,Nut-Free,Egg-Free","Fish,Soybeans"
Proteins; Grains; Dairy; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,Processed,Meal Component,Unhealthy,1001,"High-Protein,Mineral-Rich,Halal,Nut-Free,Soy-Free","Milk,Cereals containing gluten,Eggs"
Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1052,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Proteins; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1053,"High-Protein,Mineral-Rich,Halal,Kosher,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1018,"High-Protein,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Composite Meal; Proteins; Grains; Vegetables; Condiments,Balanced,Processed,Meal,Moderate,1272,"High-Protein,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Condiments; Sweets and snacks; Fruits; Vegetables,Carbohydrate-rich,Highly Processed,Dipping Sauce; Cooking Sauce,Unhealthy,4913,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1073,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,High-Protein,Dairy-Free,Nut-Free,Egg-Free,Soy-Free","Crustaceans,Cereals containing gluten"
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Unhealthy,4327,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish; Snack,Unhealthy,4330,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Healthy,4329,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich,Highly Processed,Side Dish; Snack,Moderate,4328,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish; Snack,Unhealthy,4326,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich,Highly Processed,Side Dish,Moderate,4331,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Sweets and snacks,Carbohydrate-rich,Highly Processed,Dessert,Unhealthy,4925,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Grains,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish; Snack,Unhealthy,4332,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Vegetables; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish; Snack,Unhealthy,4333,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Vegetables; Oils and fats,Carbohydrate-rich,Highly Processed,Side Dish,Moderate,4334,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Processed,Side Dish,Healthy,4317,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Side Dish; Meal Base,Healthy,4316,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Side Dish; Meal Base,Healthy,4315,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Processed,Side Dish,Healthy,4320,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4319,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4318,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Sweets and snacks; Oils and fats; Dairy,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish; Dessert,Unhealthy,4321,"Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Milk
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Vitamin-rich; Fat-rich,Processed,Side Dish,Moderate,4324,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
